"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.751054625E0	2.247687823E0	4.580342122E0	-1.720778118E0	5.384488075E0
2.761062625E0	1.624090168E0	1.799635568E0	-6.393292969E-1	2.507009972E0
2.771070625E0	1.776634815E0	9.865270221E-1	3.475409567E-2	2.032455332E0
2.781079625E0	2.596307591E0	1.702218032E-1	-7.395809788E-1	2.704952605E0
2.791087625E0	4.724444632E-1	-9.070949364E-1	-1.555492680E0	1.861607497E0
2.801095625E0	1.677501851E0	1.681852764E0	-2.947182338E-1	2.393637404E0
2.811104625E0	4.659411680E0	1.714001926E0	-2.398424950E0	5.513652333E0
2.821112625E0	-5.098589323E-1	-1.029657839E0	-5.333723699E0	5.456075503E0
2.831120625E0	-3.058130916E0	-3.488162929E0	-2.960180406E0	5.502918622E0
2.841128625E0	-1.229290406E0	-4.304506740E0	-6.568153954E-1	4.524526455E0
2.851137625E0	-3.072934604E0	-3.752789199E0	2.664322988E0	5.533983271E0
2.861145625E0	-4.520611644E0	-1.213834607E0	5.317927446E0	7.084467264E0
2.871153625E0	-3.880962505E0	2.900788482E0	6.784290433E0	8.336848353E0
2.881162625E0	-2.151898590E0	4.145828510E0	5.945972201E0	7.561292680E0
2.891170625E0	-8.830986942E-1	2.917272953E0	2.713982806E0	4.081182115E0
2.901178625E0	5.417810753E-2	1.371675516E0	2.506046462E-1	1.395432434E0
2.911187625E0	1.511868943E0	2.476067787E-1	-3.693330032E0	3.998467650E0
2.921195625E0	1.207157964E0	-2.808958545E0	-5.208566971E0	6.039590082E0
2.931203625E0	-2.877561003E-2	-3.699237474E0	-2.878494219E0	4.687314252E0
2.941211625E0	-1.283633844E0	-3.879391358E0	-3.417695210E0	5.327103688E0
2.951220625E0	-1.089436556E0	-4.670929525E0	-3.846793715E0	6.148355596E0
2.961228625E0	1.205999046E0	-3.073136333E0	-2.631815978E0	4.221972994E0
2.971236625E0	3.203798507E0	-1.639998395E0	-4.327699721E-2	3.599415578E0
2.981245625E0	2.093037155E-1	2.136788946E-1	-3.234463352E-1	4.405499371E-1
2.991253625E0	-4.208193450E0	5.261909950E0	-9.493487439E-1	6.804252456E0
3.001261125E0	-3.563244102E0	6.703105937E0	1.498052996E-2	7.591347848E0
3.011269125E0	-2.711709993E0	5.736172349E0	1.584307759E0	6.539654072E0
3.021278125E0	-1.153006315E0	2.485233883E0	-3.148216921E-1	2.757702615E0
3.031286125E0	3.223950058E-2	-6.274062395E-2	-1.015195336E0	1.017643032E0
3.041294125E0	9.627651072E-1	3.946695149E-2	-1.155437880E0	1.504496921E0
3.051303125E0	1.390118803E0	3.047165340E-1	-2.296176444E0	2.701427162E0
3.061311125E0	1.162747776E0	-3.215775651E-1	-2.569922031E0	2.838995203E0
3.071319125E0	1.297546855E0	-1.610071176E0	-3.308863909E0	3.901863324E0
3.081327125E0	6.193078458E-3	-2.849018989E0	-2.953707538E0	4.103819657E0
3.091336125E0	7.786085120E-1	-2.166500988E0	-2.786256731E0	3.614302743E0
3.101344125E0	1.673467857E0	-1.630631740E0	-2.521086670E0	3.437343820E0
3.111352125E0	-1.085791109E0	-4.468140485E0	-5.861143720E0	7.449579011E0
3.121361125E0	-1.701337441E0	-6.106550192E0	-6.754320529E0	9.263117733E0
3.131369125E0	4.097757965E-1	-3.399374129E0	-2.346251999E0	4.150729950E0
3.141377125E0	-8.349321091E-1	-8.978025413E-1	2.771691901E0	3.030748591E0
3.151386125E0	-3.414114960E0	3.192868599E0	1.277059731E1	1.359921860E1
3.161394125E0	8.456009388E-2	3.569673116E0	9.150035879E0	9.822060535E0
